Number,Ticker,sector,city,industry,profitMargins,priceToBook,bookValue,shortRatio,revenuePerShare,operatingMargins,forwardEps,heldPercentInstitutions,heldPercentInsiders,marketCap,profitMargins,volume,totalDebt,totalCash,beta,totalCashPerShare,enterpriseValue,floatShares,volume,numberOfAnalystOpinions,COVID BEHAVIOUR,COVID DEPENDANCY,CLASS,15/3/2020 0:00,10/4/2020 0:00,10/5/2020 0:00,10/9/2020 0:00,1/1/2021 0:00,20/2/2021 0:00,15/5/2021 0:00,10/9/2021 0:00
405,WM,Industrials,Houston,Waste Management,0.09688,8.792907,17.596,2.83,39.086,0.17728001,5.45,0.81763,0.00156,65311490048,0.09688,1563389,13244000256,148000000,0.817139,0.351,78027251712,420172557,1563389,15,DIIDI,2,0,105.2759995,94.54750061,108.2399994,111.9624996,116.4325008,112.0859985,140.0280029,153.9375
406,WMB,Energy,Tulsa,Oil & Gas Midstream,0.12948,2.9469304,9.61,2.99,7.345,0.30045,1.23,0.86171997,0.00213,34402000896,0.12948,8617373,23234000896,1200999936,1.5262,0.989,55680954368,1211933582,8617373,22,IIIID,2,0,14.98000031,15.14499998,19.72999992,20.47749996,20.58999968,22.76199989,27.4920002,24.44750023
407,WMT,Consumer Defensive,Bentonville,Discount Stores,0.01775,5.0008955,27.927,2.1,200.867,0.052160002,6.26,0.31484,0.49523997,3.91348E+11,0.01775,4615761,61495001088,22830999552,0.478711,8.188,4.48339E+11,1449098660,4615761,35,IDIDI,2,0,111.826001,122.9249992,120.3159988,137.9624977,145.7724991,141.3100006,139.2359985,146.7600021
408,WRK,Consumer Cyclical,Atlanta,Packaging & Containers,-0.04063,1.2075797,41.637,1.76,67.025,0.06985,4.64,0.85678,0.01407,13249634304,-0.04063,999152,9697699840,334000000,1.273913,1.255,23546712064,261871787,999152,14,IIIDD,6,1,25.12999992,30.19000006,30.2279995,32.17750072,43.93499947,43.69799957,55.41999969,51.63749981
409,WU,Financial Services,Denver,Credit Services,0.16103001,38.895134,0.534,10.01,12.235,0.2006,2.29,1.03894,0.00543,8500164096,0.16103001,2925831,2996800000,1061400000,1.007096,2.612,10155824128,403930430,2925831,14,DIDID,2,0,21.45599976,19.88749981,23.58799973,22.40250063,22.23250055,23.81599998,24.35800018,21.34749985
410,WY,Real Estate,Seattle,REIT—Specialty,0.23252001,2.9105794,12.458,2.14,13.127,0.35631,1.75,0.84995,0.00201,27166533632,0.23252001,2795573,5272999936,1776999936,1.866158,2.37,29393539072,747864553,2795573,9,DIIII,4,0,20.88400002,18.71500015,22.72599983,28.44000006,33.1875,34.66600037,34.58799973,35.26499939
411,WYNN,Consumer Cyclical,Las Vegas,Resorts & Casinos,-0.51738,42.248405,2.037,1.25,25.349,-0.21591999,1.48,0.6985,0.08835,10017555456,-0.51738,2352709,12040384512,2802715904,2.412663,24.426,18290892800,104050339,2352709,12,DIIID,8,1,73.27599869,64.32499981,98.50800018,82.76749992,110.1925011,122.7740005,125.6539993,104.0050011
412,XEC,Energy,Denver,Oil & Gas E&P,-0.60836,0,16.624,1.24,17.503,-0.00019,9.57,0.96849996,0.02263,0,-0.60836,6347021,2167653888,523798016,2.580434,5.234,8529714688,92156321,6347021,24,IIIII,10,1,16.52799988,17.33499956,30.88800011,24.88999987,40.30999947,51.75599976,69.48400116,73.0474987
413,XEL,Utilities,Minneapolis,Utilities—Regulated Electric,0.12564999,2.3133237,27.32,2.45,23.125,0.17639999,3.17,0.77332,0.00292,34014681088,0.12564999,2034502,24476000256,1064000000,0.303046,1.977,60795842560,537168061,2034502,14,DIDDD,2,0,64.35999908,62.36249924,65.79600067,69.4224987,65.95249939,61.24199982,68.78400116,68.55999947
415,XLNX,Technology,San Jose,Semiconductors,0.23004,13.305237,11.745,7.28,13.471,0.23882,3.83,0.80731004,0.00222,38423199744,0.23004,2214242,1544151040,3389630976,1.007096,13.697,37066416128,246965810,2214242,15,IIIDI,7,1,73.32600098,84.05249977,93.62200012,98.8825016,142.4124985,137.8920013,128.4779999,154.3224983
416,XOM,Energy,Irving,Oil & Gas Integrated,-0.061750002,1.6769601,37.079,2.23,50.522,0.02937,4.49,0.53446,0.00117,2.63242E+11,-0.061750002,22186890,60612001792,3464999936,1.419759,0.818,3.0299E+11,4224545428,22186890,28,IIIID,5,1,39.03600006,42.17250061,50.45200043,37.50750065,42.70750046,52.7159996,62.93199997,54.16749954
417,XRAY,Healthcare,Charlotte,Medical Instruments & Supplies,0.049790002,2.5699735,22.58,2.07,15.983,0.101569995,3.21,0.97051,0.00327,12668993536,0.049790002,514024,2376000000,318000000,0.930359,1.457,16325906432,217477596,514024,12,DIIDD,4,0,40.49200058,39.31750011,46.58799896,43.94499969,54.84000015,52.92199936,65.3519989,61.9574995
418,XRX,Technology,Norwalk,Information Technology Services,0.04125,0.74478996,28.263,4.32,36.313,0.07361,2.22,0.84632003,0.0556,4040484352,0.04125,624804,4541000192,2124000000,1.783296,11.9,6346144256,137585570,624804,5,DDIID,5,1,24.86800003,18.98500013,17.94199982,18.84499979,22.92500019,23.7420002,24.50199966,21.22000027
419,XYL,Industrials,Rye Brook,Specialty Industrial Machinery,0.074039996,7.4443836,16.317,4.88,28.861,0.12038,3.28,0.91411,0.01043,21869701120,0.074039996,623655,3136000000,1840000000,1.032751,10.213,25738704896,179352261,623655,12,DIIDI,3,0,70.40400085,67.45249939,67.80800095,82.83250046,101.2049999,98.63800201,116.5899994,134.7599983
421,ZBH,Healthcare,Warsaw,Medical Devices,0.11614,2.4557495,59.717,2.1,37.955,0.17037001,8.77,0.92493,0.00081,30573883392,0.11614,498881,7866599936,1042899968,1.323144,4.994,38412046336,208579445,498881,26,IIIID,3,0,104.2660004,105.3725014,130.2519989,139.0900002,155.8274994,158.5539978,158.5179993,144.7199974
422,ZION,Financial Services,Salt Lake City,Banks—Regional,0.3548,1.4111971,44.976,3.92,19.579,0.46765,4.34,0.85528,0.015420001,10397402112,0.3548,673095,2321999872,12791000064,1.563864,78.922,-24254604,159647510,673095,22,DIIII,7,1,29.15400047,28.85250044,37.03799973,31.73750019,44.62249947,51.40599976,54.11200027,57.23500061
423,ZTS,Healthcare,Parsippany,Drug Manufacturers—Specialty & Generic,0.25756,22.985249,8.609,3.03,15.591,0.36212003,5.07,0.927,0.00201,93946896384,0.25756,1085564,7346999808,3673999872,0.633733,7.752,1.00706E+11,473157446,1085564,13,IIIDI,2,0,123.1580017,127.2250004,137.0280029,157.2775002,165.2424965,164.6660004,184.6,207.5400009
